year,job_category,salary_in_usd,country,experience_level,work_setting,general_average_salary
2023,Machine Learning and AI,172200,United States,Senior,In-person,95100.0
2023,Data Analysis,120000,United States,Senior,Remote,95100.0
2023,Data Analysis,75000,United States,Senior,Remote,95100.0
2023,Data Analysis,140000,United States,Senior,In-person,95100.0
2023,Data Analysis,120000,United States,Senior,In-person,95100.0
2023,Data Engineering,128000,United States,Senior,In-person,95100.0
2023,Data Engineering,81500,United States,Senior,In-person,95100.0
2023,Data Engineering,145000,United States,Senior,In-person,95100.0
2023,Data Engineering,115000,United States,Senior,In-person,95100.0
2023,Data Engineering,185000,United States,Senior,In-person,95100.0
2023,Data Engineering,140000,United States,Senior,In-person,95100.0
2023,Leadership and Management,329500,United States,Executive,In-person,95100.0
2023,Leadership and Management,269600,United States,Executive,In-person,95100.0
2023,Data Quality and Operations,100000,United States,Senior,In-person,95100.0
2023,Data Quality and Operations,80000,United States,Senior,In-person,95100.0
2023,Data Science and Research,250000,United States,Senior,In-person,95100.0
2023,Data Science and Research,162500,United States,Senior,In-person,95100.0
2023,Machine Learning and AI,200000,United States,Mid-level,Remote,95100.0
2023,Data Engineering,145000,United States,Senior,In-person,95100.0
2023,Data Engineering,100000,United States,Senior,In-person,95100.0
2023,Data Engineering,145000,United States,Executive,In-person,95100.0
2023,Data Engineering,115000,United States,Executive,In-person,95100.0
2023,Data Science and Research,203500,United States,Senior,In-person,95100.0
2023,Data Science and Research,152000,United States,Senior,In-person,95100.0
2023,Data Science and Research,239000,United States,Senior,In-person,95100.0
2023,Data Science and Research,122900,United States,Senior,In-person,95100.0
2023,Data Science and Research,237000,United States,Senior,In-person,95100.0
2023,Data Science and Research,145000,United States,Senior,In-person,95100.0
2023,Data Science and Research,191765,United States,Senior,In-person,95100.0
2023,Data Science and Research,134236,United States,Senior,In-person,95100.0
2023,Leadership and Management,190000,United States,Senior,Remote,95100.0
2023,Leadership and Management,112000,United States,Senior,Remote,95100.0
2023,Data Engineering,85000,United States,Entry-level,In-person,95100.0
2023,Data Engineering,65000,United States,Entry-level,In-person,95100.0
2023,Data Analysis,135000,United States,Senior,In-person,95100.0
2023,Data Analysis,105500,United States,Senior,In-person,95100.0
2023,Data Science and Research,293000,United States,Senior,In-person,95100.0
2023,Data Science and Research,185000,United States,Senior,In-person,95100.0
2023,Data Analysis,80000,United States,Senior,In-person,95100.0
2023,Data Analysis,70000,United States,Senior,In-person,95100.0
2023,Data Engineering,220000,United States,Senior,Remote,95100.0
2023,Data Engineering,160000,United States,Senior,Remote,95100.0
2023,Data Science and Research,175000,United States,Senior,Remote,95100.0
2023,Data Science and Research,145000,United States,Senior,Remote,95100.0
2023,Data Analysis,200000,United States,Senior,In-person,95100.0
2023,Data Analysis,148500,United States,Senior,In-person,95100.0
2023,Data Engineering,240500,United States,Senior,In-person,95100.0
2023,Data Engineering,123700,United States,Senior,In-person,95100.0
2023,Leadership and Management,152900,United States,Senior,Remote,95100.0
2023,Leadership and Management,117100,United States,Senior,Remote,95100.0
2023,Leadership and Management,173000,United States,Senior,Remote,95100.0
2023,Leadership and Management,113000,United States,Senior,Remote,95100.0
2023,Data Science and Research,260000,United States,Senior,In-person,95100.0
2023,Data Science and Research,136000,United States,Senior,In-person,95100.0
2023,Data Engineering,175000,United States,Executive,In-person,95100.0
2023,Data Engineering,110000,United States,Executive,In-person,95100.0
2023,Data Science and Research,260000,United States,Senior,In-person,95100.0
2023,Data Science and Research,136000,United States,Senior,In-person,95100.0
2023,Data Science and Research,130000,United States,Senior,Remote,95100.0
2023,Data Science and Research,110000,United States,Senior,Remote,95100.0
2023,Data Science and Research,205000,United States,Senior,Remote,95100.0
2023,Data Science and Research,184000,United States,Senior,Remote,95100.0
2023,Data Analysis,149500,United States,Senior,Remote,95100.0
2023,Data Analysis,127075,United States,Senior,Remote,95100.0
2023,Data Science and Research,195000,United States,Senior,In-person,95100.0
2023,Data Science and Research,160000,United States,Senior,In-person,95100.0
2023,Data Engineering,219535,United States,Senior,Remote,95100.0
2023,Data Engineering,146115,United States,Senior,Remote,95100.0
2023,Data Science and Research,170000,United States,Senior,In-person,95100.0
2023,Data Science and Research,135000,United States,Senior,In-person,95100.0
2023,Data Science and Research,175000,United States,Senior,Remote,95100.0
2023,Data Science and Research,145000,United States,Senior,Remote,95100.0
2023,Data Science and Research,199000,United States,Senior,In-person,95100.0
2023,Data Science and Research,162000,United States,Senior,In-person,95100.0
2023,Data Science and Research,222200,United States,Senior,In-person,95100.0
2023,Data Science and Research,136000,United States,Senior,In-person,95100.0
2023,Leadership and Management,221000,United States,Executive,Remote,95100.0
2023,Leadership and Management,153000,United States,Executive,Remote,95100.0
2023,Data Analysis,187000,United States,Senior,In-person,95100.0
2023,Data Analysis,128000,United States,Senior,In-person,95100.0
2023,Data Science and Research,210000,United States,Senior,In-person,95100.0
2023,Data Science and Research,136000,United States,Senior,In-person,95100.0
2023,Data Science and Research,175000,United States,Senior,Remote,95100.0
2023,Data Science and Research,100000,United States,Senior,Remote,95100.0
2023,Data Engineering,179000,United States,Senior,In-person,95100.0
2023,Data Engineering,109000,United States,Senior,In-person,95100.0
2023,Data Science and Research,245000,United States,Senior,In-person,95100.0
2023,Data Science and Research,180000,United States,Senior,In-person,95100.0
2023,Data Analysis,142000,United States,Senior,Remote,95100.0
2023,Data Analysis,75000,United States,Senior,Remote,95100.0
2023,Leadership and Management,198800,United States,Senior,In-person,95100.0
2023,Leadership and Management,105200,United States,Senior,In-person,95100.0
2023,Data Analysis,125000,United States,Senior,Remote,95100.0
2023,Data Analysis,112000,United States,Senior,Remote,95100.0
2023,Data Science and Research,210000,United States,Senior,In-person,95100.0
2023,Data Science and Research,155000,United States,Senior,In-person,95100.0
2023,Leadership and Management,115000,United States,Senior,Remote,95100.0
2023,Leadership and Management,86000,United States,Senior,Remote,95100.0
2023,Data Science and Research,165000,United States,Senior,In-person,95100.0
2023,Data Science and Research,140000,United States,Senior,In-person,95100.0
2023,Data Analysis,139000,United States,Senior,In-person,95100.0
2023,Data Analysis,106000,United States,Senior,In-person,95100.0
2023,Machine Learning and AI,280700,United States,Mid-level,Remote,95100.0
2023,Machine Learning and AI,150450,United States,Mid-level,Remote,95100.0
2023,Data Architecture and Modeling,250500,United States,Senior,In-person,95100.0
2023,Data Architecture and Modeling,159500,United States,Senior,In-person,95100.0
2023,Data Engineering,145000,United States,Senior,In-person,95100.0
2023,Data Engineering,115000,United States,Senior,In-person,95100.0
2023,Data Analysis,140000,United States,Senior,In-person,95100.0
2023,Data Analysis,120000,United States,Senior,In-person,95100.0
2023,Data Science and Research,130001,United States,Entry-level,Remote,95100.0
2023,Data Science and Research,71907,United States,Entry-level,Remote,95100.0
2023,Data Science and Research,93918,United States,Mid-level,Remote,95100.0
2023,Data Science and Research,51962,United States,Mid-level,Remote,95100.0
2023,Data Engineering,85000,United States,Entry-level,In-person,95100.0
2023,Data Engineering,65000,United States,Entry-level,In-person,95100.0
2023,Machine Learning and AI,257000,United States,Senior,In-person,95100.0
2023,Machine Learning and AI,147000,United States,Senior,In-person,95100.0
2023,Data Engineering,222000,United States,Senior,Remote,95100.0
2023,Data Engineering,175000,United States,Senior,Remote,95100.0
2023,Data Science and Research,203000,United States,Senior,Remote,95100.0
2023,Data Science and Research,133200,United States,Senior,Remote,95100.0
2023,Data Science and Research,213660,United States,Entry-level,In-person,95100.0
2023,Data Science and Research,130760,United States,Entry-level,In-person,95100.0
2023,Data Engineering,221000,United States,Senior,In-person,95100.0
2023,Data Engineering,147000,United States,Senior,In-person,95100.0
2023,Data Quality and Operations,100000,United States,Senior,In-person,95100.0
2023,Data Quality and Operations,80000,United States,Senior,In-person,95100.0
2023,Data Science and Research,185900,United States,Senior,In-person,95100.0
2023,Data Science and Research,129300,United States,Senior,In-person,95100.0
2023,Data Science and Research,238000,United States,Senior,Remote,95100.0
2023,Data Science and Research,156000,United States,Senior,Remote,95100.0
2023,Machine Learning and AI,304000,United States,Senior,Remote,95100.0
2023,Machine Learning and AI,199000,United States,Senior,Remote,95100.0
2023,Data Engineering,150000,United States,Senior,In-person,95100.0
2023,Data Engineering,130000,United States,Senior,In-person,95100.0
2023,Data Science and Research,140000,United States,Senior,Remote,95100.0
2023,Data Science and Research,110000,United States,Senior,Remote,95100.0
2023,Data Analysis,90000,United States,Mid-level,In-person,95100.0
2023,Data Analysis,75000,United States,Mid-level,In-person,95100.0
2023,Data Engineering,240000,United States,Senior,In-person,95100.0
2023,Data Engineering,183600,United States,Senior,In-person,95100.0
2023,Data Management and Strategy,130000,United States,Mid-level,In-person,95100.0
2023,Data Management and Strategy,80000,United States,Mid-level,In-person,95100.0
2023,Data Engineering,250000,United States,Senior,In-person,95100.0
2023,Data Engineering,150000,United States,Senior,In-person,95100.0
2023,Leadership and Management,160000,United States,Senior,Remote,95100.0
2023,Leadership and Management,120000,United States,Senior,Remote,95100.0
2023,Machine Learning and AI,289076,United States,Senior,In-person,95100.0
2023,Machine Learning and AI,202353,United States,Senior,In-person,95100.0
2023,Data Engineering,145000,United States,Senior,In-person,95100.0
2023,Data Engineering,120000,United States,Senior,In-person,95100.0
2023,Data Analysis,155000,United States,Senior,In-person,95100.0
2023,Data Analysis,106000,United States,Senior,In-person,95100.0
2023,Data Engineering,200000,United States,Senior,In-person,95100.0
2023,Data Engineering,160000,United States,Senior,In-person,95100.0
2023,Data Science and Research,157750,United States,Senior,Remote,95100.0
2023,Data Science and Research,104650,United States,Senior,Remote,95100.0
2023,Data Science and Research,180000,United States,Mid-level,Remote,95100.0
2023,Data Science and Research,140000,United States,Mid-level,Remote,95100.0
2023,Data Science and Research,200000,United States,Executive,In-person,95100.0
2023,Data Science and Research,145000,United States,Executive,In-person,95100.0
2023,Data Analysis,68000,United States,Mid-level,In-person,95100.0
2023,Data Engineering,60000,United States,Entry-level,Remote,95100.0
